,Left,Right
10,[],"[0.37098151445388794, 0.28133440017700195, 3.4820232031052e-07, 0.37382781505584717, 0.3610851466655731, -0.04687974229454994, 0.4046202301979065, 0.4367554187774658, -0.06606201827526093, 0.4383845329284668, 0.5109659433364868, -0.0742432028055191, 0.4688304662704468, 0.5542207956314087, -0.07807419449090958, 0.4864737391471863, 0.32855111360549927, -0.06084948033094406, 0.4944342076778412, 0.4744846224784851, -0.07867873460054398, 0.4754279553890228, 0.5264366865158081, -0.08514174818992615, 0.4629969596862793, 0.5482670664787292, -0.08717536181211472, 0.5027161836624146, 0.31010618805885315, -0.03991462290287018, 0.5068077445030212, 0.4653480052947998, -0.05632244795560837, 0.4788720905780792, 0.4960937201976776, -0.056461673229932785, 0.4610034227371216, 0.4931201934814453, -0.05445816367864609, 0.5050886273384094, 0.30838221311569214, -0.021099364385008812, 0.4985416829586029, 0.4550503194332123, -0.03695815056562424, 0.4676254093647003, 0.46189752221107483, -0.031938906759023666, 0.44965505599975586, 0.44426918029785156, -0.025337183848023415, 0.5015551447868347, 0.31634485721588135, -0.005398224573582411, 0.4982009530067444, 0.42863228917121887, -0.016242582350969315, 0.4753299951553345, 0.44063469767570496, -0.013560724444687366, 0.46048814058303833, 0.43135127425193787, -0.008657556027173996]"
11,[],"[0.38137540221214294, 0.3344574570655823, 6.820224598413915e-07, 0.3944140672683716, 0.40424367785453796, -0.05208374187350273, 0.4379535913467407, 0.4659166634082794, -0.07619882375001907, 0.47692635655403137, 0.5181432366371155, -0.08701788634061813, 0.5095847845077515, 0.5558741092681885, -0.09433062374591827, 0.5005673170089722, 0.38851749897003174, -0.07426577061414719, 0.5219358801841736, 0.5151903629302979, -0.09703142940998077, 0.5237226486206055, 0.5760672688484192, -0.11097299307584763, 0.5246963500976562, 0.6081147789955139, -0.11879146099090576, 0.511459469795227, 0.3813481628894806, -0.05145947262644768, 0.5362047553062439, 0.5315213799476624, -0.07042572647333145, 0.5523242950439453, 0.612352728843689, -0.0784354954957962, 0.5674254298210144, 0.6672870516777039, -0.0839938148856163, 0.5125000476837158, 0.38931435346603394, -0.03056514635682106, 0.5338151454925537, 0.5310260057449341, -0.0451795756816864, 0.5490054488182068, 0.6098765134811401, -0.04873958230018616, 0.5628265142440796, 0.6680357456207275, -0.050986193120479584, 0.5082522630691528, 0.40057235956192017, -0.01323503628373146, 0.5230942964553833, 0.5022882223129272, -0.026076508685946465, 0.5295737385749817, 0.5574744939804077, -0.029230579733848572, 0.5346220135688782, 0.5985589623451233, -0.03013712540268898]"
12,"[0.3967466652393341, 0.5871191620826721, 1.517932446404302e-07, 0.4433843791484833, 0.5275333523750305, -0.017573032528162003, 0.4937058389186859, 0.5288392901420593, -0.023646632209420204, 0.5315849781036377, 0.5557004809379578, -0.026635881513357162, 0.5531980991363525, 0.5877276062965393, -0.029544489458203316, 0.5046871304512024, 0.6122660636901855, -0.021325135603547096, 0.5539265275001526, 0.6531526446342468, -0.030888721346855164, 0.5827771425247192, 0.679652750492096, -0.036932323127985, 0.6067935824394226, 0.7040724158287048, -0.04094817861914635, 0.49521228671073914, 0.6785247325897217, -0.017046764492988586, 0.546475350856781, 0.7273256182670593, -0.027302462607622147, 0.5797918438911438, 0.7556988000869751, -0.03520425409078598, 0.6070535182952881, 0.7805724143981934, -0.04090436175465584, 0.4850713312625885, 0.7223923206329346, -0.014011849649250507, 0.5322803854942322, 0.7720078825950623, -0.02751769870519638, 0.5653224587440491, 0.8043264150619507, -0.037067584693431854, 0.5919351577758789, 0.8306095600128174, -0.042374998331069946, 0.47827833890914917, 0.7452117800712585, -0.011284353211522102, 0.5160254836082458, 0.7897756695747375, -0.021764816716313362, 0.5410218238830566, 0.8188517093658447, -0.02677847258746624, 0.5623612403869629, 0.8430476784706116, -0.029764296486973763]",[]
13,[],"[0.3645564913749695, 0.27945780754089355, 2.237233189816834e-07, 0.36481183767318726, 0.3568781614303589, -0.04914318397641182, 0.39306074380874634, 0.4297230541706085, -0.06941626965999603, 0.42250606417655945, 0.5054595470428467, -0.07809652388095856, 0.44867050647735596, 0.5510344505310059, -0.08157236874103546, 0.4836868345737457, 0.34611865878105164, -0.059902410954236984, 0.4807470142841339, 0.48235684633255005, -0.07577379792928696, 0.4520133435726166, 0.5068581104278564, -0.08134050667285919, 0.43531665205955505, 0.4953197240829468, -0.08246444910764694, 0.49757102131843567, 0.326201856136322, -0.03741375356912613, 0.4981977641582489, 0.47411900758743286, -0.051131971180438995, 0.47145792841911316, 0.4982460141181946, -0.052282899618148804, 0.45397865772247314, 0.4865301251411438, -0.051420994102954865, 0.49776750802993774, 0.32221001386642456, -0.01723056472837925, 0.494035542011261, 0.4569352865219116, -0.029326194897294044, 0.468682199716568, 0.4669783115386963, -0.027087271213531494, 0.45360299944877625, 0.4502410292625427, -0.023797687143087387, 0.492442786693573, 0.3283580541610718, -0.00032306514913216233, 0.49191713333129883, 0.42954903841018677, -0.008864999748766422, 0.4724481403827667, 0.4404278099536896, -0.007441706024110317, 0.4597090780735016, 0.43094658851623535, -0.004348902963101864]"
14,[],"[0.35797956585884094, 0.27722299098968506, 4.496274357279617e-07, 0.3565921187400818, 0.34167349338531494, -0.046271566301584244, 0.38185006380081177, 0.41173428297042847, -0.06556354463100433, 0.40840423107147217, 0.48855385184288025, -0.0732615664601326, 0.43112751841545105, 0.5465995073318481, -0.07676314562559128, 0.46751803159713745, 0.3099179267883301, -0.057340070605278015, 0.47411519289016724, 0.4447224736213684, -0.0742289274930954, 0.4611532688140869, 0.5078983306884766, -0.08193233609199524, 0.4474101662635803, 0.5381150245666504, -0.08502263575792313, 0.4855879247188568, 0.3065749406814575, -0.03604995459318161, 0.49200019240379333, 0.45408615469932556, -0.05103942006826401, 0.4711613655090332, 0.5032141208648682, -0.05440395697951317, 0.4542675316333771, 0.5209430456161499, -0.05523517727851868, 0.4889189600944519, 0.3183865249156952, -0.016873737797141075, 0.49264031648635864, 0.4573748707771301, -0.03167646378278732, 0.4725002348423004, 0.49553632736206055, -0.033412106335163116, 0.45668646693229675, 0.5079855918884277, -0.03265159949660301, 0.4844776391983032, 0.3333551585674286, -0.0005609208601526916, 0.4851032793521881, 0.4392412006855011, -0.014007591642439365, 0.46945565938949585, 0.47377461194992065, -0.017361830919981003, 0.4576103091239929, 0.4881836175918579, -0.01689915545284748]"
15,[],"[0.3787716031074524, 0.31407034397125244, 3.8175144823071605e-07, 0.3815935254096985, 0.39941567182540894, -0.03904358297586441, 0.41377586126327515, 0.48070263862609863, -0.056380629539489746, 0.4500810503959656, 0.5401663184165955, -0.06446903198957443, 0.4812602698802948, 0.5680725574493408, -0.06950367987155914, 0.48436129093170166, 0.3988568186759949, -0.057935819029808044, 0.5017908811569214, 0.5005463361740112, -0.07965627312660217, 0.49397358298301697, 0.5446917414665222, -0.09239337593317032, 0.48787134885787964, 0.5660897493362427, -0.09868533909320831, 0.5006662011146545, 0.36854398250579834, -0.04198584333062172, 0.5170986652374268, 0.48649099469184875, -0.05849287658929825, 0.5035858154296875, 0.5281614661216736, -0.06187881901860237, 0.49445784091949463, 0.5435084104537964, -0.0633602887392044, 0.505957305431366, 0.35117286443710327, -0.027479369193315506, 0.5091648697853088, 0.4713088572025299, -0.04160592332482338, 0.4899654984474182, 0.4933755695819855, -0.03784030303359032, 0.4769077003002167, 0.49073705077171326, -0.033736925572156906, 0.5040290951728821, 0.3441515564918518, -0.015760386362671852, 0.5058372020721436, 0.4430522322654724, -0.026015229523181915, 0.4898715019226074, 0.46332791447639465, -0.022868968546390533, 0.47728225588798523, 0.461751788854599, -0.018313227221369743]"
16,[],"[0.39820319414138794, 0.33379846811294556, 3.0435762710112613e-07, 0.4019739031791687, 0.42108702659606934, -0.03432558849453926, 0.43153873085975647, 0.4968808889389038, -0.047799039632081985, 0.4639127552509308, 0.5467079281806946, -0.052936453372240067, 0.49029046297073364, 0.5736827850341797, -0.054822519421577454, 0.4994174540042877, 0.4000747501850128, -0.04800424724817276, 0.5152042508125305, 0.4998356103897095, -0.062483612447977066, 0.5083150267601013, 0.5456784963607788, -0.06943313032388687, 0.502829372882843, 0.5693596601486206, -0.07306796312332153, 0.5145207643508911, 0.37149959802627563, -0.03270143270492554, 0.5182548761367798, 0.492209255695343, -0.04434845596551895, 0.4937925636768341, 0.5228279829025269, -0.04491712152957916, 0.4786491096019745, 0.5241021513938904, -0.04501377418637276, 0.5175113677978516, 0.35925036668777466, -0.01872589997947216, 0.514310896396637, 0.47768041491508484, -0.02855244278907776, 0.49070751667022705, 0.4938175082206726, -0.024190794676542282, 0.4762628674507141, 0.4858545958995819, -0.02044687420129776, 0.5136962532997131, 0.35844096541404724, -0.007176758721470833, 0.5131742358207703, 0.4525642991065979, -0.013661710545420647, 0.4960577189922333, 0.4699387550354004, -0.010814143344759941, 0.4835212528705597, 0.46637412905693054, -0.0074176304042339325]"
17,[],"[0.36767226457595825, 0.29923805594444275, 2.6150092935495195e-07, 0.3664444088935852, 0.3615056574344635, -0.04691649600863457, 0.3923710882663727, 0.4301145672798157, -0.0663161501288414, 0.41934311389923096, 0.504295825958252, -0.07535719126462936, 0.4427441954612732, 0.5586895942687988, -0.08079682290554047, 0.47932204604148865, 0.3479199707508087, -0.05496597662568092, 0.48361852765083313, 0.4649432599544525, -0.07131803780794144, 0.4712364673614502, 0.5144490003585815, -0.07826852053403854, 0.4632210433483124, 0.5350403785705566, -0.08120457082986832, 0.49374353885650635, 0.3389964997768402, -0.034504059702157974, 0.49318668246269226, 0.47667694091796875, -0.05111640691757202, 0.465884804725647, 0.5100629329681396, -0.05323836952447891, 0.44580936431884766, 0.5106762647628784, -0.05222416669130325, 0.49486595392227173, 0.34133052825927734, -0.016781866550445557, 0.4862290024757385, 0.47115597128868103, -0.03536402806639671, 0.4558146595954895, 0.4840772747993469, -0.03555150330066681, 0.4362470507621765, 0.47381168603897095, -0.03143903985619545, 0.4906688630580902, 0.34870296716690063, -0.0018705044640228152, 0.4893449544906616, 0.44551366567611694, -0.016065023839473724, 0.46926477551460266, 0.46359702944755554, -0.01771155185997486, 0.45461776852607727, 0.46297943592071533, -0.01519486028701067]"
18,[],"[0.36447933316230774, 0.2836610674858093, 4.782725682161981e-07, 0.3626682758331299, 0.3473244905471802, -0.048590850085020065, 0.38590073585510254, 0.41749104857444763, -0.06889214366674423, 0.40780317783355713, 0.4961158037185669, -0.07727763056755066, 0.42708027362823486, 0.5575706958770752, -0.08178722858428955, 0.4726193845272064, 0.320681631565094, -0.05881665647029877, 0.47313523292541504, 0.45697513222694397, -0.07522810250520706, 0.45936664938926697, 0.5185677409172058, -0.08296123147010803, 0.4452824890613556, 0.5490415692329407, -0.08629818260669708, 0.4905433654785156, 0.31877171993255615, -0.03673641383647919, 0.49650198221206665, 0.46161985397338867, -0.0518011748790741, 0.4798465073108673, 0.5160579681396484, -0.05578319728374481, 0.46463704109191895, 0.5436644554138184, -0.05716853216290474, 0.49244624376296997, 0.32986384630203247, -0.016985995694994926, 0.500705361366272, 0.4616753160953522, -0.03242962807416916, 0.4852367043495178, 0.5091375112533569, -0.03605232387781143, 0.46982088685035706, 0.5348217487335205, -0.036660172045230865, 0.4868244230747223, 0.34512344002723694, -0.0002505690499674529, 0.4907594919204712, 0.4427013397216797, -0.015481804497539997, 0.478512167930603, 0.48566779494285583, -0.020735688507556915, 0.46746301651000977, 0.5125714540481567, -0.021653756499290466]"
19,[],"[0.3822246491909027, 0.3026370108127594, 4.6708646550541744e-07, 0.3814346194267273, 0.38792678713798523, -0.03550289571285248, 0.4077327847480774, 0.47292187809944153, -0.050142232328653336, 0.4387493431568146, 0.5372010469436646, -0.0566500686109066, 0.4684176743030548, 0.5723289251327515, -0.059624575078487396, 0.4730820059776306, 0.3802698850631714, -0.05006062984466553, 0.48861557245254517, 0.47952744364738464, -0.06647727638483047, 0.4852975010871887, 0.5296754240989685, -0.07363621890544891, 0.48022809624671936, 0.5610421299934387, -0.07607097178697586, 0.4919526278972626, 0.3528803884983063, -0.0348353274166584, 0.5035873055458069, 0.46555396914482117, -0.048860933631658554, 0.49630269408226013, 0.5169264674186707, -0.05052901804447174, 0.48782211542129517, 0.5488383173942566, -0.05029948800802231, 0.49954459071159363, 0.34045350551605225, -0.02109341509640217, 0.4967445433139801, 0.4614466428756714, -0.0338449701666832, 0.47897714376449585, 0.49280837178230286, -0.03103422001004219, 0.46472489833831787, 0.5044379234313965, -0.02679583430290222, 0.49929094314575195, 0.34053835272789, -0.009840010665357113, 0.49840158224105835, 0.4388551712036133, -0.017926348373293877, 0.48608314990997314, 0.47080105543136597, -0.015886154025793076, 0.4749873876571655, 0.48518437147140503, -0.012134297750890255]"
20,[],"[0.376048743724823, 0.3151112198829651, 3.202176515060273e-07, 0.3791666626930237, 0.3901987075805664, -0.0387890599668026, 0.4046061635017395, 0.46260955929756165, -0.05532494932413101, 0.43256765604019165, 0.5269923210144043, -0.06263475120067596, 0.45855385065078735, 0.5605707168579102, -0.0664280578494072, 0.48089876770973206, 0.37459447979927063, -0.050305042415857315, 0.4824391007423401, 0.4821455180644989, -0.06541310250759125, 0.46681877970695496, 0.5216425061225891, -0.0733180120587349, 0.45528215169906616, 0.5366315245628357, -0.07700186967849731, 0.49626269936561584, 0.35568293929100037, -0.03335581719875336, 0.5029847025871277, 0.4729943573474884, -0.04408309608697891, 0.49051570892333984, 0.5152677893638611, -0.04550599679350853, 0.480614572763443, 0.5348453521728516, -0.04638499766588211, 0.49924445152282715, 0.3481869697570801, -0.018215445801615715, 0.5014803409576416, 0.4583754539489746, -0.028362037613987923, 0.4863145351409912, 0.48594754934310913, -0.026834512129426003, 0.4746825098991394, 0.49584847688674927, -0.025032557547092438, 0.49567776918411255, 0.3506598472595215, -0.005842222366482019, 0.49808117747306824, 0.4340457618236542, -0.01377105712890625, 0.4866986572742462, 0.46067285537719727, -0.012793641537427902, 0.4762520492076874, 0.4734410345554352, -0.010397068224847317]"
